Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6687f4d3-cc45-7274-e5d3-c7f95c7fd83a,1947-04-15,,999-90-2143,S99917163,X86850286X,Mrs.,Louanne686,Daniella68,Orn563,,Davis923,M,white,nonhispanic,F,Athol  Massachusetts  US,667 Cummings Lodge,Boston,Massachusetts,Suffolk County,25025,02136,42.32949428233131,-71.10496554417834,1012084.82,375336.78,51974
3061fc4b-ce65-ce02-4931-b885be781456,1995-08-13,,999-18-7600,S99914865,X32351977X,Mr.,Amado512,Ashley34,Bins636,,,M,black,nonhispanic,M,Lowell  Massachusetts  US,672 Grady Ranch,Plymouth,Massachusetts,Plymouth County,25023,02360,41.911365325251225,-70.5783540821051,11040.89,227347.60,19588
d6bb338a-eebf-7838-25a8-ff2458b0fa8a,1955-09-13,1995-10-20,999-84-2250,S99954217,X82284537X,Mrs.,Evonne919,Cleopatra935,Murazik203,,Schmeler639,M,white,nonhispanic,F,Sandwich  Massachusetts  US,484 Erdman Meadow,Newton,Massachusetts,Middlesex County,25017,02466,42.304826540031875,-71.18862171030696,200394.63,624644.56,665437
cfa59468-f6e1-375e-62d2-3d9fc1bba009,2001-01-21,,999-41-6246,S99918121,X89480124X,Mr.,Alfonzo975,Hollis7,Monahan736,,,,black,nonhispanic,M,Boston  Massachusetts  US,935 Wilderman Trace Suite 30,Boston,Massachusetts,Suffolk County,25025,02127,42.37687519652517,-71.0719304475786,113496.01,0.00,105550
6c9fe6d0-5aff-392b-d374-763e21ae6d88,2006-06-29,,999-94-4973,S99993438,,Mr.,Jamar151,Kim439,Prosacco716,,,,white,nonhispanic,M,Fall River  Massachusetts  US,526 Stroman Boulevard Unit 46,North Adams,Massachusetts,Berkshire County,25003,01247,42.649556935743206,-73.10666477831256,86739.94,569379.80,145140
7d2b9d9b-a464-4e7b-e234-11380e907135,1972-08-28,,999-94-3152,S99978458,X64345961X,Mr.,Clifford177,Dwight645,Bins636,,,M,white,nonhispanic,M,North Reading  Massachusetts  US,583 Denesik Byway Apt 72,Fitchburg,Massachusetts,Worcester County,25027,01420,42.6320193086009,-71.81838300867723,109155.83,34499.64,27090
b0add224-4a8d-0db2-699a-eda2ce5c4054,1972-11-13,,999-29-7231,S99940267,X76219336X,Mr.,Jamal145,Bobby524,Nitzsche158,,,D,white,nonhispanic,M,Cambridge  Massachusetts  US,510 Fadel Spur Unit 85,Methuen,Massachusetts,Essex County,25009,01844,42.75604285664967,-71.15706081852495,17044.15,199599.24,10921
63d83360-afb0-d6fc-223e-5f222df5b3ec,1955-09-13,,999-13-4120,S99995240,X78615929X,Mrs.,Fidelia216,Mirian768,Veum823,,Bauch723,D,white,nonhispanic,F,Salem  Massachusetts  US,866 Kohler Overpass Unit 77,Newton,Massachusetts,Middlesex County,25017,02464,42.330471747072,-71.2130143249803,386343.41,1577105.72,665437
919bfda0-ba76-5c05-a3d0-06d32aa8f677,1989-07-04,,999-55-9129,S99917701,X54123345X,Mr.,Myron933,Nathanial472,Reilly981,,,D,white,hispanic,M,Westford  Massachusetts  US,1021 Macejkovic Annex Unit 89,Attleboro,Massachusetts,Bristol County,25005,02703,41.93341297800633,-71.32445552916322,92635.48,3055.30,42925
3f911809-d741-135c-1529-fc90f2ad13e2,1968-07-08,,999-28-2311,S99984495,X47600083X,Mrs.,Elisha578,,Bogisich202,,Pfeffer420,M,white,nonhispanic,F,Brockton  Massachusetts  US,408 Collins Neck,Chatham,Massachusetts,Barnstable County,25001,02633,41.64089042814029,-69.94406124934815,653799.45,383543.77,116777
1aaaec32-a6dc-5ce6-e051-b2b8652c3757,2019-09-17,,999-71-8087,,,,Sigrid676,Cori307,Ortiz186,,,,asian,hispanic,F,Fall River  Massachusetts  US,594 Kutch Overpass,Newton,Massachusetts,Middlesex County,25017,02472,42.374007344665216,-71.21289675105484,23048.00,2106.35,126940
c7675604-a7cc-a370-bfe1-a637f6913fe7,1949-07-13,,999-74-6416,S99959020,X74483614X,Mr.,Christian753,Judson999,Weimann465,,,M,white,nonhispanic,M,Hardwick  Massachusetts  US,702 Weber Ramp Suite 8,Worcester,Massachusetts,Worcester County,25027,01602,42.30924961235858,-71.8036760604171,308407.20,799316.79,198290
f9b2d806-fba5-5701-a0b5-8e5fddf183ef,1994-11-09,,999-20-5599,S99979822,X72220037X,Mrs.,Twanna669,Karissa612,Wiza601,,Fadel536,M,asian,nonhispanic,F,Chelsea  Massachusetts  US,392 Schmitt Crossing,Boston,Massachusetts,Suffolk County,25025,02125,42.31287097916548,-71.1017876402866,176025.39,446875.80,45230
93754e67-d889-c427-0093-fb2dbbebe4b1,1993-12-30,,999-40-1511,S99992673,X60329029X,Mrs.,Raeann749,,Hermann103,,Friesen796,M,black,nonhispanic,F,Wellfleet  Massachusetts  US,338 Feil Parade Unit 85,Boston,Massachusetts,Suffolk County,25025,02124,42.226702479575906,-71.13765180507401,15213.82,838099.84,3722
f6b145f5-c413-7db5-5cda-0bda2115ccb4,1999-02-19,,999-86-6481,S99964529,X27699283X,Mr.,Jarred626,Leif534,Boyer713,,,,asian,nonhispanic,M,Billerica  Massachusetts  US,425 Swift Station Apt 50,Ashland,Massachusetts,Middlesex County,,00000,42.29962484199442,-71.44205162515357,98492.93,73332.66,28080
7e376556-536d-0ffd-8653-a3e72f9f4268,1974-04-07,,999-21-2866,S99953111,X4901140X,Ms.,Analisa263,,Gislason620,,,S,white,nonhispanic,F,Amherst Center  Massachusetts  US,651 Satterfield Dale,Cambridge,Massachusetts,Middlesex County,25017,02139,42.33566628921246,-71.20334394306367,494418.99,388776.81,44691
942c9c19-fbf2-e1a1-f539-abc85dfb69ea,1995-08-20,2014-01-03,999-79-5008,S99923787,,Ms.,Ivy932,Miyoko154,Leffler128,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,831 Crist Vale Suite 73,Deerfield,Massachusetts,Franklin County,25011,01342,42.494389231183085,-72.59847621212073,7804.39,628142.77,18954
2ccd1aaa-bfc5-d663-4cec-e00ade71b3aa,1969-05-06,,999-65-7454,S99962618,X57692617X,Mrs.,Leisa54,,Pacocha935,,Mills423,D,white,nonhispanic,F,Princeton  Massachusetts  US,208 Marks Overpass,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.19190598729355,-71.58900546377451,320522.05,730901.56,295801
fcbbca5e-f7ff-5daa-4d4b-1552ed8f70d5,1988-09-11,1991-05-27,999-61-5003,,,,Arlean815,Tangela812,Lueilwitz711,,,,white,nonhispanic,F,South Dennis  Massachusetts  US,146 Bogan Mews,West Bridgewater,Massachusetts,Plymouth County,,00000,42.02335988395892,-71.06448089419878,10717.23,18616.10,137771
fb080a45-40b5-9dfc-4274-7cafa9352f86,1995-08-20,,999-65-9963,S99951703,X55214788X,Mrs.,Tessie155,Catrina144,Stark857,,Hand679,M,white,nonhispanic,F,Amherst Center  Massachusetts  US,222 O'Conner Manor Apt 63,Deerfield,Massachusetts,Franklin County,25011,01342,42.58339420451514,-72.58132823073595,12820.50,1311598.16,18954
a2bbc96f-7f56-980a-d2f6-df88dd52ea0d,1988-09-11,,999-64-2325,S99940077,X4705511X,Mrs.,Monnie762,Shantel839,Jaskolski867,,Parker433,M,white,nonhispanic,F,Amherst Center  Massachusetts  US,468 Thiel Harbor,West Bridgewater,Massachusetts,Plymouth County,,00000,41.976624163732914,-71.04912467988991,252759.53,523850.14,137771
427354a5-b345-d502-70ff-4ee7741f4318,2022-01-07,,999-82-5832,,,,Alfonso758,Alejandro916,Núñez242,,,,black,hispanic,M,San Jose  San Jose  CR,574 Runte Flat Suite 37,East Longmeadow,Massachusetts,Hampden County,,00000,42.06340503136172,-72.5421209163876,7478.44,0.00,76293
17ce5711-142d-5943-199b-81a6998c2a4b,2004-10-18,,999-22-1173,S99955258,X20593613X,Mr.,Bruno518,Broderick767,Miller503,,,,white,nonhispanic,M,Holland  Massachusetts  US,179 Reichert View Unit 37,Somerville,Massachusetts,Middlesex County,25017,02155,42.37721718973263,-71.10815327104878,55812.18,4987.30,65025
8920a1cf-d600-95c2-c58e-6fed6af6b007,2024-10-13,,999-90-6610,,,,Fred155,Orville751,West559,,,,white,nonhispanic,M,Milford  Massachusetts  US,573 O'Keefe Lock,Saugus,Massachusetts,Essex County,25009,01906,42.48614658410586,-71.00341941777125,2943.47,0.00,112735
72bb4a29-b309-6d93-9632-fa8b549f0338,1984-05-15,,999-55-1105,S99916025,X18306504X,Mrs.,Laura391,Torrie697,Mayert710,,Kohler843,M,white,nonhispanic,F,Bedford  Massachusetts  US,720 Williamson Terrace,Needham,Massachusetts,Norfolk County,25021,02494,42.313318900024385,-71.21480211039253,219378.75,49312.34,106294
f58abadc-dad2-d870-c5c0-a1e74c752da0,2015-04-30,,999-15-2173,,,,Ashley34,Santos184,Nitzsche158,,,,white,nonhispanic,F,Chelsea  Massachusetts  US,155 McClure Skyway,Petersham,Massachusetts,Worcester County,25027,01366,42.4841506747062,-72.19958097144689,10515.29,3970.31,549639
b215eba8-2698-feac-bf10-4aa42e379a7d,1975-12-31,,999-50-1653,S99937672,X59252494X,Ms.,Lola232,Luz785,Bétancourt447,,,S,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,657 Wehner Mews Suite 94,East Longmeadow,Massachusetts,Hampden County,,00000,42.105051199950836,-72.53424689067539,193206.07,656056.37,28319
6ff6f76c-e25f-e5cd-615b-c1a1deb1a3fc,1957-06-20,,999-28-4428,S99921875,X51229880X,Mr.,Lynwood354,Kris249,Nikolaus26,,,D,white,nonhispanic,M,Boston  Massachusetts  US,209 D'Amore Station,Brookline,Massachusetts,Norfolk County,25025,02215,42.30928611094477,-71.07979203410964,241855.88,652125.59,141428
01f7eb8c-d4aa-d3b5-1cc4-6f3a8c3642c3,1956-04-26,,999-25-8856,S99974956,X62741882X,Ms.,Ayanna800,Lakesha141,Christiansen251,,,S,white,nonhispanic,F,Forestdale  Massachusetts  US,878 Parisian Arcade Suite 99,Bourne,Massachusetts,Barnstable County,25001,02532,41.762886611161086,-70.57287646112404,18536.68,1311972.72,10863
b7bd052f-87c0-103d-5ee3-a4a7b7434935,2005-09-26,,999-94-7584,S99954190,,Mr.,Mauro926,Malcolm243,Batz141,,,,white,nonhispanic,M,Boston  Massachusetts  US,761 Bashirian Spur,Sturbridge,Massachusetts,Worcester County,25027,01507,42.08866533141808,-72.09325169295994,77164.55,632404.29,103398
5dc466b3-1278-2ce4-1be0-0edd2a5f0438,2000-08-30,,999-39-1641,S99923498,X4516058X,Ms.,Rena430,Inga743,Skiles927,,,,white,nonhispanic,F,Natick  Massachusetts  US,887 Gottlieb Pathway Unit 30,Fall River,Massachusetts,Bristol County,25005,02790,41.71119426500183,-71.05320619774929,5437.58,333536.34,1196
c4dfa955-ac94-1558-40ef-9af3f2264e81,1986-02-19,,999-97-9966,S99965545,X78908954X,Mr.,Guadalupe206,,Lakin515,,,W,white,nonhispanic,M,Boston  Massachusetts  US,423 Thompson Ranch,Boston,Massachusetts,Suffolk County,25025,02111,42.25524688889422,-71.15773991256798,288753.14,134662.60,87126
17a72377-9d53-8727-0f4e-8feb62401f4f,1967-03-01,,999-58-9473,S99917571,X45728319X,Mr.,Errol226,Lowell343,Mante251,,,M,black,nonhispanic,M,Northbridge  Massachusetts  US,981 Nolan Row Suite 99,Boston,Massachusetts,Suffolk County,25025,02108,42.244227599210056,-71.17807704588478,200594.72,158198.95,41344
e69e1743-7b0d-f46a-51dc-2ee8c8e2d6d0,1932-06-06,2009-03-27,999-68-9266,S99924911,X62897980X,Mrs.,Cherish740,Loni302,Stokes453,,Bechtelar572,M,white,nonhispanic,F,Beverly  Massachusetts  US,932 Olson Plaza Unit 60,Milton,Massachusetts,Norfolk County,25021,02186,42.24146228658985,-71.05115105980973,343746.23,1306131.60,170979
742084a8-d714-f243-6ece-4986378c5e04,1964-07-31,,999-89-2858,S99973514,X7599081X,Mr.,Ignacio928,Desmond566,Romaguera67,,,W,white,nonhispanic,M,Brewster  Massachusetts  US,190 Hodkiewicz Quay,Needham,Massachusetts,Norfolk County,25021,02494,42.325075643393774,-71.19498613424672,60071.38,1145988.50,57348
a2dceff0-d82e-53fe-0593-0083ea788b03,1932-06-06,,999-79-6471,S99986475,X11938766X,Ms.,Augustina561,Maddie576,Boehm581,,,S,white,nonhispanic,F,Burlington  Massachusetts  US,639 Pfannerstill Crossing Unit 43,Milton,Massachusetts,Norfolk County,25021,02186,42.24073249870728,-71.08052926588796,312994.76,782963.33,170979
f631aaca-3e9a-4292-e98f-f5cfdcd47c5e,1982-12-08,,999-96-8514,S99978159,X29573904X,Mr.,Jules135,Ervin886,Beer512,,,S,white,nonhispanic,M,North Attleborough  Massachusetts  US,658 Braun Quay Unit 85,Cambridge,Massachusetts,Middlesex County,25017,02141,42.390520310409755,-71.06455936630323,19613.24,756448.79,2579
179a1602-0bd0-cfe5-2211-f170a67e6ee8,1948-02-08,2014-02-12,999-84-4070,S99930965,X62751192X,Mr.,Brant303,Warner493,Casper496,,,M,black,nonhispanic,M,West Springfield  Massachusetts  US,227 Bailey Trail,Westford,Massachusetts,Middlesex County,,00000,42.543638816893875,-71.48167068206416,178667.21,246841.23,161611
c51ece9a-71c2-ef14-7354-b6211d6884d6,1988-02-04,,999-85-6576,S99988875,X83244834X,Mrs.,Patience161,,Weissnat378,,Conn188,M,white,nonhispanic,F,Brockton  Massachusetts  US,507 Gerhold Path Suite 47,Nahant,Massachusetts,Essex County,25009,01908,42.45057956447058,-70.9259213478486,203438.07,561155.08,65949
a2524fea-3c28-be73-cd19-3dac851e9f79,2005-08-09,,999-58-3527,S99922192,,Mr.,Irwin931,Arthur650,Bauch723,,,,white,nonhispanic,M,Longmeadow  Massachusetts  US,522 Wilkinson Flat,Northborough,Massachusetts,Worcester County,25027,01532,42.29323514664265,-71.61504956281729,69240.01,6736.74,110426
1390eb5c-7991-1913-8e17-bbdfae2df07c,2023-03-17,,999-50-3120,,,,Theodore876,Noble66,Schinner682,,,,white,nonhispanic,M,Fall River  Massachusetts  US,779 Kiehn Skyway Suite 61,Boston,Massachusetts,Suffolk County,25025,02115,42.30411764117385,-71.14156455773093,200.00,6721.83,9672
80c793c9-e08d-b39e-dede-00c605c027b8,1948-02-08,,999-33-6276,S99969208,X46284443X,Mr.,Brain142,Florentino8,Hickle134,,,M,black,nonhispanic,M,Lexington  Massachusetts  US,599 Kutch Underpass,Westford,Massachusetts,Middlesex County,,00000,42.62398228867102,-71.40818333748669,198417.59,217145.17,161611
df49508f-e5d2-f8bd-1a5c-654d0df61653,1980-10-09,,999-64-1646,S99923376,X74326002X,Mr.,Alexis664,Tobias236,Vandervort697,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,946 Funk Wall,Dracut,Massachusetts,Middlesex County,,00000,42.667996136352336,-71.26212304835323,99327.89,2249.56,142978
eeb2a741-a086-1430-0747-213b6cc1231c,2010-12-04,,999-49-8640,,,,Samuel331,Elmo857,Bruen238,,,,white,nonhispanic,M,Ashburnham  Massachusetts  US,742 Kuphal Ferry Unit 78,Natick,Massachusetts,Middlesex County,,00000,42.26423601843738,-71.36238870981542,45983.46,755.80,743580
d1da11d7-f469-721b-8ac4-f4c72a6476cf,1991-07-21,,999-36-7586,S99960438,X5381115X,Mr.,Roland928,Antwan357,Macejkovic424,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,591 Wolf Stravenue,Medford,Massachusetts,Middlesex County,25017,02155,42.42999027172092,-71.08107515546122,130118.92,104687.83,57754
f93e858c-7d2a-958a-52aa-1870c5b1cb41,1997-09-23,,999-69-1417,S99950793,X72315777X,Mr.,Riley817,Britt177,Okuneva707,,,,black,nonhispanic,M,Danvers  Massachusetts  US,651 Gulgowski Port,Ashland,Massachusetts,Middlesex County,,00000,42.224555647622594,-71.4985598444233,63611.99,32132.57,34092
af117420-4e33-aab7-5fce-1a12dc07b472,2013-10-15,,999-96-9976,,,,Michale231,Tom274,McKenzie376,,,,white,nonhispanic,M,Amherst Center  Massachusetts  US,642 Zieme Underpass,Holyoke,Massachusetts,Hampden County,25013,01040,42.20045309746095,-72.66645805073682,33522.01,6123.06,26832
cf38b2d8-4495-7a21-d63b-6cafda15f8b1,2021-12-03,,999-78-8608,,,,Gaston250,Eugene421,Rath779,,,,white,nonhispanic,M,Boston  Massachusetts  US,668 Yundt Ville,Gloucester,Massachusetts,Essex County,25009,01930,42.593870430813695,-70.70109416879406,12051.17,0.00,51599
5457d9cf-9340-9707-7272-88a923211b5d,1958-04-12,2013-02-28,999-77-5118,S99935412,X49212281X,Mrs.,Mariela993,Dawne25,Gleichner915,,O'Conner199,M,white,nonhispanic,F,Brookline  Massachusetts  US,545 Johnson Terrace Suite 96,Ocean Bluff-Brant Rock,Massachusetts,Plymouth County,,00000,42.089970951999135,-70.63708982739242,293121.22,1574573.18,484980
16a70f94-927d-33ff-bd20-49cb611a34d5,1978-08-19,,999-22-8004,S99949631,X57272333X,Mrs.,Shalon513,Vivien121,Hermiston71,,Baumbach677,M,white,nonhispanic,F,South Duxbury  Massachusetts  US,297 Cole Fort,Lynnfield,Massachusetts,Essex County,25009,01940,42.560078673815156,-71.06323058755564,223232.15,473690.89,163889
dc81d3aa-a500-70fd-f8ff-49cb88e0c48a,2005-08-22,,999-35-6412,S99958535,,Mr.,Edwardo860,,Feest103,,,,white,nonhispanic,M,Boston  Massachusetts  US,821 Parisian Bridge Suite 66,Chicopee,Massachusetts,Hampden County,25013,01022,42.16682054165384,-72.57506517560215,4813.62,611610.06,2786
80c63e86-24ec-261c-7444-ef6818819e48,2003-09-15,,999-83-5957,S99953007,X81941356X,Ms.,Palmira118,Ma484,Bechtelar572,,,,white,nonhispanic,F,Beverly  Massachusetts  US,343 Abbott Mews,Somerville,Massachusetts,Middlesex County,25017,02155,42.35944335736398,-71.12089082136625,58986.45,34184.96,61755
603d7bfd-d714-1a25-c536-7564faeb0b0e,1988-08-31,,999-79-6943,S99981074,X41284139X,Mr.,Vernon254,,Schowalter414,,,M,asian,nonhispanic,M,Brockton  Massachusetts  US,782 Walsh Port Unit 37,Lexington,Massachusetts,Middlesex County,25017,02421,42.48616446628923,-71.2299254843489,90535.42,3901.67,700442
eb939e99-b5bf-cd2a-f938-520d1556eb47,1950-10-13,2021-05-13,999-40-3126,S99981860,X44858042X,Mr.,Ezequiel972,Alva958,Hyatt152,,,M,white,nonhispanic,M,Woburn  Massachusetts  US,444 Turner Club,Lowell,Massachusetts,Middlesex County,25017,01850,42.601951262238536,-71.32911381127565,64929.07,1023930.25,10088
cb385f1b-7b21-3eac-9d87-a080e927388a,1958-04-12,,999-29-5176,S99934161,X31502138X,Mrs.,Dimple273,Eleonora961,Reynolds644,,Smith67,M,white,nonhispanic,F,Worcester  Massachusetts  US,939 Gaylord Lock Apt 54,Ocean Bluff-Brant Rock,Massachusetts,Plymouth County,,00000,42.14817274972864,-70.70210776015803,299652.69,1243468.03,484980
b4e57919-61f2-d298-ab88-a45bd3a9c794,1966-01-30,,999-30-1846,S99947869,X55568569X,Mrs.,Dovie983,Cleo27,Emard19,,Carroll471,M,white,nonhispanic,F,Lowell  Massachusetts  US,845 Glover Forge Apt 82,Natick,Massachusetts,Middlesex County,,00000,42.26673738495244,-71.3984587050382,375861.43,737150.64,129252
1a901603-341f-ca2e-8ca3-a366d3270d35,1943-04-17,,999-45-2954,S99939053,X86583609X,Ms.,Doris153,Miyoko154,Durgan499,,,S,white,nonhispanic,F,Mashpee  Massachusetts  US,799 Luettgen Knoll,Lexington,Massachusetts,Middlesex County,25017,02421,42.49051890189013,-71.23223395143428,20843.17,1336019.37,14801
9fca940a-0ca9-abcb-fa24-ce9667643aa4,1999-07-08,,999-74-5936,S99961310,X63996582X,Ms.,Danette111,Annice210,Moore224,,,,white,nonhispanic,F,Chelsea  Massachusetts  US,174 Schroeder Arcade,Leominster,Massachusetts,Worcester County,25027,01453,42.55259897501326,-71.80719358051914,95332.57,243046.20,164051
1dcc43ef-e128-3e87-e7a6-4ff633b91518,1961-11-20,,999-80-6504,S99932343,X55468706X,Mr.,Kory651,Cecil300,Rodriguez71,MD,,D,white,nonhispanic,M,Revere  Massachusetts  US,689 Robel Frontage road,Cambridge,Massachusetts,Middlesex County,25017,02138,42.34286438993802,-71.07750329474095,211922.62,41289.57,107553
4319fe78-2077-036f-9e90-c416e0c3534b,2021-09-23,,999-23-9456,,,,Andy346,Gayle448,Stoltenberg489,,,,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,833 Will Drive,Billerica,Massachusetts,Middlesex County,,00000,42.55118219917782,-71.28145721799346,12375.55,7421.40,78098
bce6e4d7-f715-6b1d-87dc-ec35ae38aea1,2008-10-04,,999-35-3062,S99948126,,,Sherise735,Katelyn962,Moore224,,,,white,nonhispanic,F,Malden  Massachusetts  US,277 Beer Crossing Unit 16,Worcester,Massachusetts,Worcester County,25027,01545,42.41559351795288,-71.80553089329374,3087.68,44030.91,22643
efcb4d87-5534-9e00-8bd5-2234e827c47f,2006-04-21,,999-95-7835,S99953857,,Mr.,Geoffrey157,Leon728,Blanda868,,,,white,nonhispanic,M,Braintree  Massachusetts  US,203 Walter View Suite 38,Worcester,Massachusetts,Worcester County,25027,01545,42.22586765916247,-71.7902439897146,35829.01,38227.43,183828
f8f8646d-b1c9-78c7-c6e6-49824f38a865,1974-10-31,,999-22-4568,S99959160,X61737671X,Mr.,Desmond566,,Murazik203,,,M,white,nonhispanic,M,Sudbury  Massachusetts  US,257 Kohler Terrace,Amherst,Massachusetts,Hampshire County,,00000,42.396138076105274,-72.48394341298011,10962.40,154957.92,1884
8a02d66e-5858-26ff-eb72-1541b5462b46,1974-09-03,,999-13-1465,S99970334,X46632564X,Mr.,Steven797,Gaston250,Dickens475,,,M,black,nonhispanic,M,Boston  Massachusetts  US,764 Schimmel Gardens,Boston,Massachusetts,Suffolk County,25025,02108,42.41026313866198,-70.99693129209352,226899.62,0.00,92348
c439d7fd-8593-b167-0f75-fbb351e85edc,2019-09-12,,999-60-8729,,,,Drew592,Evangelina20,Hickle134,,,,white,nonhispanic,F,Fall River  Massachusetts  US,389 Herman Trace,Boston,Massachusetts,Suffolk County,25025,02124,42.37558985792716,-71.14773479067338,945.02,18596.48,23327
4b915b69-1a0e-6d18-61d4-f0801d250e78,2002-03-15,,999-10-5982,S99979369,X21248680X,Mr.,Raphael767,,Lakin515,,,,white,hispanic,M,Plymouth  Massachusetts  US,413 Reynolds Burg,West Springfield,Massachusetts,Hampden County,25013,01089,42.09442290237952,-72.60128616209437,181766.26,10377.80,104633
1c8b456c-b7ee-bf44-b090-eff2d45362da,1999-11-01,,999-70-1801,S99941348,X76134314X,Ms.,Ricarda574,Norma469,Schuster709,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,216 Hessel Lane Apt 5,Brookline,Massachusetts,Norfolk County,25017,02467,42.33556498750669,-71.12697385487405,97440.97,0.00,115360
467662d4-cdae-298a-f698-460f5b9b670e,1974-04-24,,999-95-5962,S99938538,X58856035X,Ms.,Rashida558,Phylis163,Rutherford999,,,S,white,nonhispanic,F,Ashfield  Massachusetts  US,713 Nienow Spur,Franklin,Massachusetts,Norfolk County,25021,02038,42.083095035207755,-71.36682487115633,246696.55,238901.73,147881
5ec4d24e-4a9b-8eda-a8ee-7ff9232dae2b,1983-02-19,,999-32-6034,S99945954,X86465153X,Mrs.,Rebeca548,Kia427,Jenkins714,,Fadel536,M,white,nonhispanic,F,Westwood  Massachusetts  US,484 Dicki Burg,Kingston,Massachusetts,Plymouth County,25023,02364,42.025486054537176,-70.72163795102887,310014.89,1361993.61,150544
